'y-axis saved as y
'x,MoS2_sodio.raw
79.9979767,133
80.0379527,157
80.0779288,159
80.1179048,179
80.1578808,151
80.1978568,160
80.2378328,156
80.2778088,156
80.3177848,181
80.3577608,163
80.3977368,177
80.4377128,152
80.4776888,158
80.5176648,152
80.5576408,135
80.5976168,160
80.6375928,164
80.6775688,153
80.7175448,154
80.7575208,171
80.7974968,173
80.8374728,162
80.8774488,154
80.9174248,165
80.9574008,139
80.9973768,160
81.0373528,160
81.0773288,134
81.1173048,153
81.1572808,143
81.1972568,171
81.2372328,173
81.2772088,172
81.3171848,147
81.3571608,158
81.3971368,170
81.4371128,169
81.4770888,162
81.5170648,156
81.5570408,165
81.5970168,158
81.6369928,152
81.6769688,181
81.7169448,146
81.7569208,151
81.7968968,164
81.8368728,149
81.8768488,177
81.9168248,157
81.9568008,147
81.9967768,186
82.0367528,164
82.0767288,165
82.1167048,189
82.1566808,162
82.1966568,170
82.2366328,148
82.2766088,157
82.3165848,175
82.3565608,141
82.3965368,184
82.4365128,129
82.4764888,178
82.5164648,169
82.5564408,172
82.5964168,146
82.6363928,150
82.6763688,158
82.7163448,170
82.7563208,180
82.7962968,168
82.8362728,172
82.8762488,172
82.9162248,163
82.9562008,154
82.9961768,147
83.0361528,136
83.0761288,183
83.1161048,171
83.1560808,159
83.1960568,152
83.2360328,166
83.2760088,135
83.3159848,184
83.3559608,176
83.3959368,162
83.4359128,161
83.4758888,159
83.5158648,150
83.5558408,165
83.5958168,160
83.6357928,158
83.6757688,143
83.7157448,145
83.7557208,155
83.7956968,145
83.8356728,151
83.8756488,159
83.9156248,158
83.9556008,152
83.9955768,162
84.0355528,179
84.0755288,164
84.1155048,165
84.1554808,151
84.1954568,154
84.2354328,125
84.2754088,150
84.3153848,163
84.3553608,149
84.3953368,168
84.4353128,142
84.4752888,130
84.5152648,150
84.5552408,137
84.5952168,174
84.6351928,144
84.6751688,147
84.7151448,144
84.7551208,154
84.7950968,133
84.8350728,149
84.8750488,158
84.9150248,157
84.9550008,150
84.9949768,157
85.0349528,145
85.0749288,137
85.1149048,136
85.1548808,185
85.1948568,175
85.2348328,162
85.2748088,149
85.3147848,168
85.3547608,157
85.3947368,157
85.4347128,148
85.4746888,169
85.5146648,133
85.5546408,174
85.5946168,177
85.6345928,133
85.6745688,169
85.7145448,149
85.7545208,182
85.7944968,166
85.8344728,167
85.8744488,160
85.9144248,145
85.9544008,167
85.9943768,156
86.0343528,118
86.0743288,138
86.1143048,170
86.1542808,145
86.1942568,169
86.2342328,145
86.2742088,134
86.3141848,152
86.3541608,167
86.3941368,154
86.4341128,149
86.4740888,159
86.5140648,142
86.5540408,180
86.5940168,167
86.6339928,154
86.6739688,133
86.7139448,143
86.7539208,134
86.7938968,151
86.8338728,162
86.8738488,161
86.9138248,159
86.9538008,153
86.9937768,143
87.0337528,155
87.0737288,164
87.1137048,145
87.1536808,158
87.1936568,149
87.2336328,145
87.2736088,128
87.3135848,125
87.3535608,146
87.3935368,128
87.4335128,144
87.4734888,162
87.5134648,151
87.5534408,143
87.5934168,165
87.6333928,136
87.6733688,148
87.7133448,130
87.7533208,155
87.7932968,142
87.8332728,145
87.8732488,164
87.9132248,155
87.9532008,147
87.9931768,144
88.0331528,139
88.0731288,146
88.1131048,155
88.1530808,151
88.1930568,163
88.2330328,163
88.2730088,149
88.3129848,148
88.3529608,139
88.3929368,160
88.4329128,180
88.4728888,154
88.5128648,142
88.5528408,175
88.5928168,130
88.6327928,143
88.6727688,144
88.7127448,139
88.7527208,154
88.7926968,169
88.8326728,148
88.8726488,161
88.9126248,127
88.9526008,139
88.9925768,161
89.0325528,165
89.0725288,141
89.1125048,148
89.1524808,156
89.1924568,155
89.2324328,110
89.2724088,153
89.3123848,154
89.3523608,158
89.3923369,147
89.4323129,149
89.4722889,139
89.5122649,146
89.5522409,150
89.5922169,144
89.6321929,137
89.6721689,127
89.7121449,145
89.7521209,157
89.7920969,140
89.8320729,152
89.8720489,135
89.9120249,137
89.9520009,150
89.9919769,145
90.0319529,149
