'y-axis saved as y
'x,MoS2_amonio.raw
79.8380727,181
79.8780487,171
79.9180247,188
79.9580007,198
79.9979767,171
80.0379527,159
80.0779288,181
80.1179048,194
80.1578808,200
80.1978568,167
80.2378328,198
80.2778088,181
80.3177848,178
80.3577608,182
80.3977368,192
80.4377128,191
80.4776888,180
80.5176648,183
80.5576408,180
80.5976168,193
80.6375928,210
80.6775688,210
80.7175448,180
80.7575208,182
80.7974968,177
80.8374728,186
80.8774488,185
80.9174248,178
80.9574008,172
80.9973768,196
81.0373528,206
81.0773288,201
81.1173048,184
81.1572808,173
81.1972568,162
81.2372328,195
81.2772088,191
81.3171848,178
81.3571608,176
81.3971368,188
81.4371128,185
81.4770888,192
81.5170648,171
81.5570408,188
81.5970168,191
81.6369928,187
81.6769688,174
81.7169448,197
81.7569208,178
81.7968968,170
81.8368728,189
81.8768488,191
81.9168248,177
81.9568008,207
81.9967768,204
82.0367528,167
82.0767288,181
82.1167048,194
82.1566808,173
82.1966568,200
82.2366328,189
82.2766088,179
82.3165848,171
82.3565608,186
82.3965368,166
82.4365128,209
82.4764888,199
82.5164648,174
82.5564408,167
82.5964168,196
82.6363928,186
82.6763688,200
82.7163448,185
82.7563208,196
82.7962968,180
82.8362728,166
82.8762488,198
82.9162248,210
82.9562008,202
82.9961768,185
83.0361528,183
83.0761288,164
83.1161048,179
83.1560808,205
83.1960568,193
83.2360328,181
83.2760088,174
83.3159848,172
83.3559608,187
83.3959368,190
83.4359128,176
83.4758888,210
83.5158648,187
83.5558408,202
83.5958168,192
83.6357928,191
83.6757688,195
83.7157448,153
83.7557208,197
83.7956968,169
83.8356728,180
83.8756488,186
83.9156248,180
83.9556008,173
83.9955768,167
84.0355528,168
84.0755288,206
84.1155048,195
84.1554808,174
84.1954568,196
84.2354328,187
84.2754088,187
84.3153848,213
84.3553608,174
84.3953368,193
84.4353128,194
84.4752888,165
84.5152648,175
84.5552408,181
84.5952168,181
84.6351928,177
84.6751688,170
84.7151448,158
84.7551208,199
84.7950968,171
84.8350728,187
84.8750488,161
84.9150248,180
84.9550008,169
84.9949768,207
85.0349528,172
85.0749288,202
85.1149048,179
85.1548808,194
85.1948568,162
85.2348328,204
85.2748088,195
85.3147848,203
85.3547608,210
85.3947368,182
85.4347128,161
85.4746888,184
85.5146648,183
85.5546408,194
85.5946168,180
85.6345928,202
85.6745688,171
85.7145448,186
85.7545208,177
85.7944968,172
85.8344728,202
85.8744488,158
85.9144248,183
85.9544008,189
85.9943768,169
86.0343528,167
86.0743288,198
86.1143048,174
86.1542808,169
86.1942568,167
86.2342328,193
86.2742088,186
86.3141848,175
86.3541608,188
86.3941368,190
86.4341128,209
86.4740888,192
86.5140648,190
86.5540408,187
86.5940168,197
86.6339928,200
86.6739688,189
86.7139448,174
86.7539208,196
86.7938968,174
86.8338728,177
86.8738488,149
86.9138248,155
86.9538008,194
86.9937768,194
87.0337528,157
87.0737288,173
87.1137048,171
87.1536808,161
87.1936568,170
87.2336328,168
87.2736088,184
87.3135848,168
87.3535608,184
87.3935368,179
87.4335128,183
87.4734888,184
87.5134648,170
87.5534408,192
87.5934168,178
87.6333928,164
87.6733688,174
87.7133448,184
87.7533208,174
87.7932968,174
87.8332728,175
87.8732488,200
87.9132248,187
87.9532008,177
87.9931768,165
88.0331528,198
88.0731288,156
88.1131048,154
88.1530808,170
88.1930568,183
88.2330328,170
88.2730088,188
88.3129848,149
88.3529608,174
88.3929368,180
88.4329128,178
88.4728888,184
88.5128648,164
88.5528408,178
88.5928168,197
88.6327928,176
88.6727688,168
88.7127448,175
88.7527208,179
88.7926968,168
88.8326728,174
88.8726488,189
88.9126248,175
88.9526008,167
88.9925768,176
89.0325528,145
89.0725288,169
89.1125048,175
89.1524808,180
89.1924568,168
89.2324328,200
89.2724088,173
89.3123848,160
89.3523608,154
89.3923369,172
89.4323129,188
89.4722889,170
89.5122649,182
89.5522409,184
89.5922169,175
89.6321929,191
89.6721689,183
89.7121449,187
89.7521209,202
89.7920969,151
89.8320729,160
89.8720489,163
89.9120249,161
89.9520009,180
89.9919769,162
90.0319529,183
