'y-axis saved as y
'x,MoS2_Up.raw
79.8380727,204
79.8780487,223
79.9180247,230
79.9580007,251
79.9979767,273
80.0379527,355
80.0779288,472
80.1179048,559
80.1578808,591
80.1978568,527
80.2378328,434
80.2778088,378
80.3177848,386
80.3577608,393
80.3977368,380
80.4377128,305
80.4776888,273
80.5176648,218
80.5576408,202
80.5976168,183
80.6375928,184
80.6775688,160
80.7175448,146
80.7575208,173
80.7974968,147
80.8374728,134
80.8774488,126
80.9174248,105
80.9574008,118
80.9973768,130
81.0373528,134
81.0773288,142
81.1173048,120
81.1572808,128
81.1972568,115
81.2372328,117
81.2772088,118
81.3171848,112
81.3571608,106
81.3971368,121
81.4371128,119
81.4770888,116
81.5170648,93
81.5570408,104
81.5970168,118
81.6369928,97
81.6769688,110
81.7169448,112
81.7569208,109
81.7968968,110
81.8368728,122
81.8768488,110
81.9168248,117
81.9568008,108
81.9967768,131
82.0367528,89
82.0767288,89
82.1167048,128
82.1566808,100
82.1966568,97
82.2366328,88
82.2766088,114
82.3165848,104
82.3565608,104
82.3965368,105
82.4365128,85
82.4764888,117
82.5164648,93
82.5564408,104
82.5964168,92
82.6363928,102
82.6763688,113
82.7163448,97
82.7563208,94
82.7962968,110
82.8362728,82
82.8762488,103
82.9162248,112
82.9562008,112
82.9961768,95
83.0361528,97
83.0761288,103
83.1161048,99
83.1560808,105
83.1960568,107
83.2360328,107
83.2760088,123
83.3159848,109
83.3559608,115
83.3959368,120
83.4359128,98
83.4758888,85
83.5158648,95
83.5558408,94
83.5958168,121
83.6357928,94
83.6757688,117
83.7157448,105
83.7557208,84
83.7956968,102
83.8356728,103
83.8756488,113
83.9156248,96
83.9556008,106
83.9955768,112
84.0355528,113
84.0755288,102
84.1155048,101
84.1554808,108
84.1954568,115
84.2354328,128
84.2754088,97
84.3153848,117
84.3553608,92
84.3953368,108
84.4353128,107
84.4752888,119
84.5152648,114
84.5552408,112
84.5952168,121
84.6351928,129
84.6751688,120
84.7151448,128
84.7551208,122
84.7950968,102
84.8350728,102
84.8750488,119
84.9150248,142
84.9550008,121
84.9949768,130
85.0349528,147
85.0749288,157
85.1149048,154
85.1548808,152
85.1948568,164
85.2348328,141
85.2748088,166
85.3147848,151
85.3547608,159
85.3947368,140
85.4347128,152
85.4746888,144
85.5146648,115
85.5546408,138
85.5946168,145
85.6345928,131
85.6745688,112
85.7145448,114
85.7545208,132
85.7944968,117
85.8344728,130
85.8744488,106
85.9144248,110
85.9544008,100
85.9943768,95
86.0343528,107
86.0743288,107
86.1143048,112
86.1542808,116
86.1942568,113
86.2342328,106
86.2742088,122
86.3141848,117
86.3541608,134
86.3941368,123
86.4341128,136
86.4740888,122
86.5140648,124
86.5540408,133
86.5940168,120
86.6339928,157
86.6739688,171
86.7139448,184
86.7539208,137
86.7938968,155
86.8338728,151
86.8738488,159
86.9138248,159
86.9538008,138
86.9937768,125
87.0337528,143
87.0737288,129
87.1137048,139
87.1536808,111
87.1936568,118
87.2336328,128
87.2736088,142
87.3135848,123
87.3535608,129
87.3935368,117
87.4335128,129
87.4734888,119
87.5134648,130
87.5534408,129
87.5934168,119
87.6333928,124
87.6733688,125
87.7133448,130
87.7533208,129
87.7932968,125
87.8332728,151
87.8732488,137
87.9132248,121
87.9532008,153
87.9931768,163
88.0331528,136
88.0731288,146
88.1131048,197
88.1530808,158
88.1930568,186
88.2330328,186
88.2730088,217
88.3129848,228
88.3529608,240
88.3929368,262
88.4329128,307
88.4728888,376
88.5128648,411
88.5528408,513
88.5928168,578
88.6327928,634
88.6727688,701
88.7127448,605
88.7527208,522
88.7926968,492
88.8326728,533
88.8726488,500
88.9126248,554
88.9526008,440
88.9925768,397
89.0325528,346
89.0725288,294
89.1125048,257
89.1524808,204
89.1924568,203
89.2324328,183
89.2724088,190
89.3123848,170
89.3523608,181
89.3923369,150
89.4323129,149
89.4722889,129
89.5122649,128
89.5522409,139
89.5922169,135
89.6321929,146
89.6721689,127
89.7121449,128
89.7521209,135
89.7920969,118
89.8320729,120
89.8720489,153
89.9120249,124
89.9520009,121
89.9919769,162
90.0319529,126
